variant_name,flux_family,flux_l2_error_mean,flux_l2_error_std,flux_l2_error_count,flux_relative_l2_error_mean,flux_relative_l2_error_std,flux_relative_l2_error_count,flux_rmse_mean,flux_rmse_std,flux_rmse_count,flux_peak_error_mean,flux_peak_error_std,flux_peak_error_count,flux_correlation_mean,flux_correlation_std,flux_correlation_count,replay_rmse_mean,replay_rmse_std,replay_rmse_count,replay_relative_error_mean,replay_relative_error_std,replay_relative_error_count,replay_max_abs_error_mean,replay_max_abs_error_std,replay_max_abs_error_count,success_flag_mean,success_flag_std,success_flag_count,weak_pass_flag_mean,weak_pass_flag_std,weak_pass_flag_count,manual_review_flag_mean,manual_review_flag_std,manual_review_flag_count,failure_flag_mean,failure_flag_std,failure_flag_count
full_agent,single_pulse,108781.68338066268,84763.58941245648,14,0.29186093472271707,0.20701802904736724,14,10360.515436424841,7363.014279714437,14,19469.637543867866,10477.763620001067,14,0.8232451257917556,0.28407352224782007,14,1.3249588635159664,1.6033766211270162,14,0.0699112566873654,0.04538003036632831,14,4.237331891930714,5.300704940400259,14,0.7857142857142857,0.42581531362632014,14,0.7857142857142857,0.42581531362632014,14,0.0,0.0,14,0.21428571428571427,0.4258153136263201,14
full_agent,smooth_sinusoid,91079.74647565519,49989.96486569195,4,0.2500255580370935,0.05766818042206529,4,10596.543350829083,2449.663873822758,4,20482.39697415842,4662.065816316208,4,0.6759653020978146,0.2058054419157868,4,0.48291442509295757,0.021077192055573905,4,0.03894469357057888,0.01394632626150332,4,1.3717001658382628,0.09580631825591704,4,1.0,0.0,4,1.0,0.0,4,0.0,0.0,4,0.0,0.0,4
full_agent,step,138591.67843139256,92722.77552855515,14,0.31516860514003897,0.18901243308613191,14,13214.107420641609,7917.081875614778,14,29913.78362660732,3896.056356662644,14,0.9135274265766838,0.042278261034120364,14,1.3842818281973055,1.6512899781120045,14,0.0672784544665604,0.04568828852774933,14,4.243331813102478,5.061553621878394,14,0.6428571428571429,0.4972451580988469,14,0.6428571428571429,0.4972451580988469,14,0.0,0.0,14,0.35714285714285715,0.4972451580988469,14
